,en,zh_TW
story.Global.prologue_ending_k8.text.2fd2dad3266f20c1f944788ddc4f880332d8b52b,Dead End K8 - My Way,死路 K8 - 我的道路
story.Global.prologue_event_attempted_exit_girls.text.2d1147175f6d5d127925dd07225512b2f8b07e0d,We're... back here?,我們…回到這裡了？
story.Global.prologue_event_attempted_exit_girls.text.c81fe5e920aca4e4d853deb47f4e771e37dce1f6,"Maybe this is the school's way of saying ""You can't leave now.""","也許這是學校對我們說""妳們現在不能離開""的方法。"
story.Global.prologue_event_attempted_exit_girls.text.00ae205e25c912628e5a4f8cb5c410e415536ba4,How can you just say something like that?,妳怎麼可以這麼說。
story.Global.prologue_event_attempted_exit_girls.text.37f0039c54a1e51837084fcf9e29b6f3481de199,Are we going home soon...?,我們要回家了嗎…？
story.Global.prologue_event_sit_with_girls.text.28180a9bb790b972e3fbe0f59c1d6d904c052c9d,What are you doing? I thought you were busy.,妳在做什麼？我以為妳很忙。
story.Global.prologue_event_sit_with_girls.text.6bcbb02d937ec25095efec431109deaf9da90b8e,I'm just taking a break.,只是休息一下。
story.Global.prologue_event_sit_with_girls.text.70e168b5ef8eb7401ba86e482f21ceab6c4b2121,Is that so...,是喔…
story.Global.prologue_event_sit_with_girls.text.b7984130377205db885aa7383d60c46edb4d4684,"Are you scared? You're scared, aren't you?",妳怕了嗎？妳怕了，對吧？
story.Global.prologue_event_sit_with_girls.text.934fe08714d06b52c3b05d52c68f96f7ece24d0e,Did you come to us for comfort?,妳來找我們取暖嗎？
story.Global.prologue_event_sit_with_girls.text.d61ba31e4f266bf4129a55bd68aab8388f577e5d,The only scary thing here is that attitude of yours.,這裡唯一可怕的是妳的態度。
story.Global.prologue_event_sit_with_girls.text.0d8a0a7b871631e9389919f8b8058d760daa49f7,"She's still upset at you messing up our night, as you can see.",她還在因為妳搗亂了我們的活動生氣，妳也看得出來。
story.Global.prologue_event_sit_with_girls.text.4c77c6bc11442bb3368aeace77d96ce4ff347d98,It's okay to be scared...,會害怕是很正常的…
story.Global.prologue_event_sit_with_girls.text.d7e50e5d4bcde63c91096535519913a17af4470b,"Oh, I know! Why don't you show us your ritual as an apology?",喔，我想到了！妳可以讓我們看看妳的儀式來當表達歉意？
story.Global.prologue_event_sit_with_girls.text.033b205074155231d5e3dfae0b781e967157882d,"I'm kind of interested, too.",我也有點興趣。
story.Global.prologue_event_sit_with_girls.text.c3e9d2ea53efa91a565e62bdb6a96974f85914ff,"Well, the rules say...",可是，規則提到…
story.Global.prologue_event_sit_with_girls.text.49cbcaaefe9016eddbceee5b087374bdfaf41fd7,"Oh come on, you don't ACTUALLY think it's gonna work, do you? It's just a game, as you said.",拜託，妳不會以為這是真的吧？這只是個遊戲，就像妳說的。
story.Global.prologue_event_sit_with_girls.text.6cdcae6600a2e2c8c28356bb5b80f487b77e2c02,The rules don't actually matter.,規則沒那麼重要。
story.Global.prologue_event_sit_with_girls.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Global.prologue_event_sit_with_girls.text.cc523523e6c9525733e32983eafcc406747a4d89,I suppose not.,我想也是。
story.Global.prologue_event_sit_with_girls.text.a183bf089d90c341b4636dd8bc976b71f03c60b3,"Then it's decided, we will tag along with you.",那就這麼決定了，我們會跟著妳。
story.Global.prologue_event_sit_with_girls.text.7e044b515cf648e1fe0f1de4aab42fa7e0914aa1,You're tasked with entertaining us now.,妳現在的工作是娛樂我們。
story.Global.prologue_event_sit_with_girls.text.1477c7c6da8527cfd566cd2f5a868015bb88870b,"Well, I suppose it can't be helped.",好吧，我想也沒其他辦法了。
story.Global.prologue_event_sit_with_girls.text.3fca5477fa872a76a953cd6fde6bb02a5f073ce5,"Let's go, then.",那麼我們走吧。
story.Global.prologue_hod_event_wake_up.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Global.prologue_hod_event_wake_up.text.5c63ff31864c31803e6e16cbd7f2e8361ab99123,I'm back in this hallway...,我又回到了這條走廊…
story.Global.prologue_hod_event_wake_up.text.91e6bee0edce6c84e46fa755976033f816630631,I don't like this... I need to get out of here...,我不喜歡這裡…我必須離開這裡…
story.Global.prologue_intro.text.0bc3d9ff4c4f11e9b23a9496d3872d9e4569a420,Whoa... weird dream.,哇…好奇怪的夢。
story.Global.prologue_intro.text.fa92faa7deab6c7fda5948018c93ae668070a383,Everyone must be gone already.,大家一定都走了。
story.Global.prologue_intro.text.eac7803e0fe7212ecc9c1ce985463158f2fd25d4,Looks like it's eleven... I should get to it.,十一點了…我該開始行動了。
story.Global.prologue_intro.text.ff8858e2985a1e188a13f20e82be444f317f89bb,Ohhhh no...,喔喔喔不不不…
story.Global.prologue_intro.text.82962c4c07eeb65c033eff6ab4194d228f511041,You moved it!!,妳動了它！！
story.Global.prologue_intro.text.f503fc6417fae70b61afcffef79c68cfc375aecd,"I didn't, I swear! You know I hate this type of thing!",沒有，我發誓！妳知道我討厭這種東西！
story.Global.prologue_intro.text.0145067f3eae6a3eddce036f9657f3ccacdd3529,This can't possibly be happening...,這怎麼可能發生…
story.Global.prologue_intro.text.12f9e12bdc21ab8e11efc52ea66050debc4933d5,"It spelled ""DIE""!!-","它拼出了""去死""！！-"
story.Global.prologue_intro.text.7d582383882a626491b5d5b534ad2a61aca7b1da,Oh my... Oh no...,喔…喔不…
story.Global.prologue_intro.text.260a45ef6d7560e50ab6382c1c847907bab27850,Stop joking around!! This is serious!!,別開玩笑了！！我是認真的！
story.Global.prologue_intro.text.196d679ed61d1f2f724d592d5ab9ea23c3c01719,...Aah.... we should not have played this...,…啊…我們不該玩這的…
story.Global.prologue_intro.text.bcaf537fae31809e1d3d434d5bdd4c0084e07205,I TOLD you we're going to be cursed!!,我跟妳說過我們會被詛咒！！
story.Global.prologue_intro.text.6840f9fa6ac8d3e6fa0f7232d25f8c262c8b892a,WHAT WAS THAT!?,那是什麼！？
story.Global.prologue_intro.text.3e0d566749651ab7f431f088e56cb5657ec35c45,Is that a ghost?? We summoned a ghost!,是鬼魂嗎？我們召喚了鬼魂！
story.Global.prologue_intro.text.7e141bf4743504e9a7b95faa99aa0ca9b0f82998,oh my god oh my god oh my god oh my god-,天哪天哪天哪天哪-
story.Global.prologue_intro.text.913cd79aaf0435f0844f8473d4c420bea559abfd,YOU'RE MAKING TOO MUCH NOISE,妳們太吵了
story.Global.prologue_intro.text.db6cef864b3d572fa09f1f16d9fe3d1750bcaf11,Oh...It's just Kat...,喔…是凱特…
story.Global.prologue_intro.text.7d155891c06b39cbad00bf11228e17ec3e39b82d,What's with the crazy knocking? What was that for!?,妳幹嘛要狂敲門！？
story.Global.prologue_intro.text.631761053645640a7e6336307c8d79e9876476ba,"Did that spook you? You're not supposed to be here, you know?",嚇到妳了嗎？妳們不該出現在這裡，知道嗎？
story.Global.prologue_intro.text.1a209a7387ffe4214154b62b2c8d197d53b09ba0,I could say the same about you. Why are YOU here?,妳還不是一樣。為什麼妳在這裡？
story.Global.prologue_intro.text.672c013f03867ba4fef295d30016d6195cf6ed59,Actually...,事實上…
story.Global.prologue_intro.text.393a429647ab6869a1f6377961299ef784f0e34d,Say hello to the new member of the occult club!,跟超自然研究社的新社員打招呼！
story.Global.prologue_intro.text.316c0dc7474eae225044af0abd2242d69f585e68,I had the wonderful opportunity to meet all of the members yesterday.,我昨天有幸和所有社員見面。
story.Global.prologue_intro.text.57892c2b8d5f5ed4214c1f22bce2b4d269d42326,I don't recall seeing you there.,我不記得在那裡看到妳們。
story.Global.prologue_intro.text.fb1bda57693260e83b1bb49bfc7d834b33a9bbca,"You three are not part of the club, are you?",妳們三個不是社員吧？
story.Global.prologue_intro.text.584a67cd75a0f36ffa9fcecb8f18cbd946b0e21f,"That's funny. I didn't pin you of all people as the ""occult"" type, Kat.","真有趣。我沒想到妳是喜歡""超自然""的人，凱特。"
story.Global.prologue_intro.text.0c5b1b3b8e498a13766867dbdb19f32a2badc58b,That's because I'm not.,那是因為我不是。
story.Global.prologue_intro.text.a5b9f6c8ce50e9561367f6a4c326854ce64c51fd,H-Hey!! We were doing something here!,嘿-嘿！！我們在做事！
story.Global.prologue_intro.text.e98f99a61215079797f890ec47fa3b06f914061b,I'll save you the trouble. All three of you moved it.,我來幫妳們省去麻煩。妳們三個都動了它。
story.Global.prologue_intro.text.73fef01e230300ae6fc10ffd739157b067709157,Huh?,什麼？
story.Global.prologue_intro.text.a036d2b13bc23a212e85c186a37255420eb1f199,The planchette. From your game. You all moved it. There's no ghost in the room.,那個妳們用來玩遊戲的板子。妳們都動了它。這裡沒有鬼。
story.Global.prologue_intro.text.e64aa7f1c54c33fef61fd23ed74f0c3fb31ea8b3,There's a simple scientific explanation: it's called the ideomotor effect.,這種現象有個簡單的科學解釋：名為意念動作效應。
story.Global.prologue_intro.text.3c4b596ea6fba2d0a112ceed9808a9bb6a3ed1a9,"Simply put, just like your body reacts to pain reflexively, it may also react to ideas and move on its own. It pretty much bypasses the part of the brain which we use for conscious behavior.",簡單來說，就像妳的身體會對疼痛做出反應，身體也會對想法反應並且自己行動。它繞過了我們大腦用來進行意識行為的部分。
story.Global.prologue_intro.text.6c048a9f444077d649441fd46998d58edcd58430,It's not all that different from blinking or breathing. The effect is even stronger when a bunch of gullible people who are desperate to believe in ghost stories get together and play.,這跟眨眼或呼吸沒什麼差別。這種效應在一群容易受影響又非常相信鬼故事的人聚在一起玩遊戲時特別強烈。
story.Global.prologue_intro.text.63477c861ae7c4635610e8572b0c4e084cd5026c,"There was an experiment where the players were blindfolded and suddenly the ""ghosts"" could no longer spell messages. You can try it if you don't believe me.","有個實驗讓玩家戴上眼罩後突然間""鬼魂""沒辦法再寫字了。不信的話妳們可以試試看。"
story.Global.prologue_intro.text.fb7d32b7bb5845a59bacbbc419e20797fd9d169d,"In other words, your mysterious answers from beyond... are really just your imagination playing tricks on you.",換句話說，妳們來自另一個世界的訊息…只是妳們自己的想像在作祟。
story.Global.prologue_intro.text.fa0f99df1c933709cd4f05afbead12f19f720293,Great job killing the mood.,謝謝妳潑冷水。
story.Global.prologue_intro.text.3db63af8ea38af8d0a991e4ecf78da74b488dd07,You must be fun at parties.,妳在派對上一定很受歡迎。
story.Global.prologue_intro.text.65d3732f30aebe84f9351d112efc26e8712d6b49,"Thanks a lot, Kat.",還真是謝了，凱特。
story.Global.prologue_intro.text.b287b859a8aaa56debbd10fa05d61898fa219549,Always a pleasure.,很高興能幫上忙。
story.Global.prologue_intro.text.6ca84bce4dc018a9e83e4d85077b34e91de6f4b7,"(Alright, time to search.)",(好，開始搜尋吧。)
story.Global.prologue_intro.text.95db6927fbe525dacf5c5ea81a6f0ee76a6774a1,(I should go over my notes to make sure I don't forget anything.),(我應該先讀過一次我的筆記以免忘了任何東西。)
story.Global.prologue_item_chalk_get.text.7fcfeb525c5daf1677c919384a00c06fe775e4d7,I already have enough chalk but... the more the merrier!,我的粉筆已經夠多了可是…越多越好！
story.Global.prologue_item_chalk_get.text.59a38df9efa8b663acdc42eed3b4b771b1058a83,What kind of ritual is this...?,這到底是什麼儀式…？
story.Global.prologue_item_chalk_get.text.91880d269b7c303f2492f5768525adb2cff8f5a3,Do I really need all of this chalk...?,我真的需要這麼多粉筆嗎…？
story.Global.prologue_item_curtains_on_wrong_window.text.fb2d41d9de9ffb9d4f4d9b210f62b288a52a7d3b,This window already has curtains.,這扇窗戶已經有窗簾了。
story.Global.prologue_item_lighter_on_plant.text.ba57dc5b65436266ce63060ed298e9e28bd1f98d,The thought of its burning beauty charms you.,想到它燃燒的美貌讓你著迷。
story.Global.prologue_item_lighter_on_plant.text.13e7c99c448e036b88626da6d4785e0b2d0a510c,"I really shouldn't, though.",不過我真的不該這麼做。
story.Global.prologue_item_notebook.text.452d0e455e1fd507821ab387ea105db875bbc7c7,It looks like a private journal.,看起來像是本個人日記。
story.Global.prologue_item_notebook.text.d5adb19ac37e74fc0812089aeb873e8678f109fc,This looks like that girl's private journal.,看起來像是那個女孩的個人日記。
story.Global.prologue_item_notebook.choice.text.b12c232a4005e91d394de9ab6965418fee437693,Look through it?,讀它嗎？
story.Global.prologue_item_notebook.choice.5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,Yes,是
story.Global.prologue_item_notebook.choice.816c52fd2bdd94a63cd0944823a6c0aa9384c103,No,否
story.Global.prologue_item_notebook.text.4d37edb20a5abcce6c703bf72d5cf3dedad92e67,Let's see...,讓我看看…
story.Global.prologue_item_notebook.text.3d4cfe9ae07971ebe34744c2f96e9f733f674254,"Blegh, it's just math problems... and girly doodles all over.",呃，只有數學問題…還有女孩子的塗鴉。
story.Global.prologue_item_notebook.text.71ca50e7baa83505f6b5e6492bb07129818e24fb,This isn't worth my time.,我沒時間看這些。
story.Global.prologue_item_notebook.text.d4bb8c0668eed38119a5c8b6381fd6ce87d00f8b,A math notebook. Nothing worth looking through.,一本數學筆記。沒什麼好看的。
story.Global.prologue_item_notes.text.aa75d6edf5104c9b684055c37aaec4d4c51fe085,"(Alright, so I need to search the school for the items first.)",(好，我應該先在學校找出我需要的物品。)
story.Global.prologue_item_notes.text.f529f7413af21949f3f26140290a1e3e0ec54b38,(The rune should be in this room...),(符石應該在這個房間裡…)
story.Global.prologue_item_notes.text.a96b5fccf3cb71a42313671f2fef090aeed565b5,(...somewhere.),(…某個地方。)
story.Global.prologue_item_scissors.text.80f0585437b706612010d41fb9af91e109df19fb,"Well, I need a tuft of hair for the ritual...",好吧，我需要一束頭髮用來舉行儀式…
story.Global.prologue_item_scissors.choice.text.9c0922cd047c8dd932079bbca22928ce7012d9e7,Should I cut my own hair?,我應該剪下我自己的頭髮嗎？
story.Global.prologue_item_scissors.choice.8d1d83f3fe67710a3aaa4042c5dd4bdf7157a98c,I guess...,應該吧…
story.Global.prologue_item_scissors.choice.2d5f5b0553b68392fe5836efa5e0f9f90f568416,Forget it,算了
story.Global.prologue_item_scissors.text.a02d057a764ee283c5f00e69709935565643195a,Sigh...,唉…
story.Global.prologue_item_scissors.text.b6ec1c5bd6f96b16a291a513b560b1983297a61d,"Here I go, I suppose...",來吧…
story.Global.prologue_item_scissors.text.6ebeaa4751257aa77168c77473d8692a0199152d,I never want to do that again.,我不想再做一次了。
story.Global.prologue_item_scissors.text.78513c428da3e82b3d9c0e31eaa6102d16f7c005,"You're so brave, Kat.",妳好勇敢，凱特。
story.Global.prologue_item_scissors.text.3ff88283e120b72b59210fe456db1fc6a4c74fdb,Of course not.,當然不要。
story.Global.prologue_item_scissors.text.32646a8dbfe784832b3847f9b024f87205853d07,I already have enough hair.,我已經有足夠的頭髮了。
story.Global.prologue_item_scissors.text.79e6a54246ee62a14f305087f065be2ea7a2b604,(Nah.),(不要。)
story.Global.prologue_item_scissors.text.e0d56e99f7f18c0f7f197515332e77d24b1068e9,Um... any takers?,嗯…有人自願嗎？
story.Global.prologue_item_scissors.text.2ef875b9bf67843ac034ca44671c7357f60255b4,What do you need?,妳需要什麼？
story.Global.prologue_item_scissors.text.d4c6c3f8b8516e6a743b615a77e03bc80be2ddbc,Just a bit of hair.,一點頭髮就好。
story.Global.prologue_item_scissors.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Global.prologue_item_scissors.text.e30f3c86e1e54871aa0c80885c778267a1aca22f,Why don't you cut your own?,為什麼妳不剪妳自己的？
story.Global.prologue_item_scissors.text.b1e1fd09c18df25d856d59b0e362e11e80ed68fc,I thought you girls wanted to participate...?,我以為妳們想要有參與感…？
story.Global.prologue_item_scissors.text.5c377cf4c3299f9f518367c13d3863d0ab1b545a,I don't mind helping...,我不介意幫點忙…
story.Global.prologue_item_scissors.text.6b8efc2754ea972eea1dcb93b3fca3738da20471,"No Kaya, you don't have to do that.",不，香耶，妳不需要這麼做。
story.Global.prologue_item_scissors.text.fa7f93dd464072501445b80148b6d229f773d94c,"It's alright, I'll give you mine.",沒關係，我可以給妳我的。
story.Global.prologue_item_scissors.text.82ba6b6db8766abe5f278ec33f1f6d3cf2719ca3,...!,…！
story.Global.prologue_item_scissors.text.5ecb60ad93beec9f6d69bbf790ed1d33b9749cdc,There's no need for that. I'll just cut some of mine.,沒有必要那麼做。剪我的就好。
story.Global.prologue_item_scissors.text.410bf23a3f080def9c7a976a16305bcde7943ed1,Are you sure?,妳確定嗎？
story.Global.prologue_item_scissors.text.ec464bdb4829dcbd6f74720473f19a797656aea5,"Yeah, it would be a waste to use yours.",是啊，用妳的就太浪費了。
story.Global.prologue_item_scissors.text.17187cd84374b97703ac5802bc0c9ea23b8311a4,Alright.,好吧。
story.Global.prologue_item_scissors.rename.item.desc.b924a78017636f3735c09c529b33c86aeacaa900,A tuft of hair from Saki. She gave it to me voluntarily.,一束沙紀的頭髮。她自願給我的。
story.Global.prologue_item_scissors.text.1da20795f84bb9c5e16697aea34f14720e38fc37,Thanks!,謝啦！
story.Global.prologue_item_scissors.text.35eb9e717891b07fff1a471c25fa342413fc864e,Uuugh...,呃呃呃…
story.Global.prologue_unlock_extra_room.text.fd69fc482977a9f7aee2cc389fdb6172df339e82,It's so dark...,好暗喔…
story.Global.prologue_unlock_extra_room.text.e9a66c9adb3c4ff81064de30207c4eeb1e9029fd,Let's see what's behind this door.,來看看門後有什麼。
story.Global.prologue_unlock_extra_room.text.becb9893fa83fdafc979a198cb7f898809f30294,Maybe we'll find exam answers!,也許會有考卷答案！
story.Global.prologue_unlock_extra_room.text.2547c30e4bc8144ed37b99051b2836bfc5d9ede1,Or dead bodies!,或是屍體！
story.Global.prologue_unlock_extra_room.text.14813cc09f979c94bf360c77d29a79f295111cab,Or... maybe it's just a supply closet.,或是…只是置物間
story.Global.prologue_unlock_extra_room.text.3b81e6f71341dc61374695996b441fa43ba7a530,Heh.,呵。
