,en,zh_TW
story.Prologue_Club_Occult.event_read_letter.text.59194ad134b9bbb69253b98a1ee2bdbcb8ec3306,"Start after the sun has set.
All 3 rooms must be pitch black; turn off all the lights, draw the curtains, and close the doors.","在日落後開始。
3 間房間都必須一片漆黑；關掉所有的燈、關上窗簾、並關上大門。"
story.Prologue_Club_Occult.event_read_letter.text.fbd5e27089f7acf01d349abd943ad70d164c6eb5,"Using the chalk or paint, draw a path going through the 3 rooms. This path will serve to connect your current location to your destination.",使用粉筆或是油漆，畫出一條通過 3 個房間的路徑。這條路徑將做為你連接現在地點與目的地的連結。
story.Prologue_Club_Occult.event_read_letter.text.e37e781899825ae256db4321b594402ef7703de6,"In the middle room, place 6 candles on each side of the drawn path, parallel to it.",在中間的房間，放置 6 根蠟燭在路徑兩側，與之平行。
story.Prologue_Club_Occult.event_read_letter.text.7d1f8eca4c1b45759334c350127a721d325d2104,Instructions:,說明：
story.Prologue_Club_Occult.event_read_letter.text.f8e15d9e0fa32fd380979550dc081ab0c1716344,"Light each of the candles and let them burn for at least 5 minutes. From this point, you can no longer abort the ritual.",點燃各個蠟燭並讓它們至少燃燒 5 分鐘。從此刻起，你將無法中止儀式。
story.Prologue_Club_Occult.event_read_letter.text.dd442a2dbb9b9164d940308a6f62c9edf2c03bbd,"After the 5 minutes have passed, burn the tuft of hair on one of the candles.
Proceed to blow out all the candles one by one.","5 分鐘過後，使用其中一根蠟燭燒掉髮束。
接著把蠟燭一根一根吹滅。"
story.Prologue_Club_Occult.event_read_letter.text.62745a31ad16e6b42cfee742b31322b5d4124678,"When the last candle is put out, quickly close your eyes and count to 100.",當最後一根蠟燭熄滅後，快速閉上眼睛並數到 100。
story.Prologue_Club_Occult.event_read_letter.text.eea803d9cb223f09c6a260de6fb74d0958659424,Open your eyes.,打開你的眼睛。
story.Prologue_Club_Occult.event_read_letter.text.c1250ccde58119f34e3e88498c178eae4f51feef,To Remember:,要記得：
story.Prologue_Club_Occult.event_read_letter.text.b57fd1b198ecd6e7ae8533aabfbc8cb8427e0470,You must always close the door behind you. Leaving it open may attract unwanted attention.,你必須關上你身後的門。避免不必要的注意。
story.Prologue_Club_Occult.event_read_letter.text.fdb4a3dc24a3a9aa7bdca9f88212619ace5d61fe,Do NOT let the rune out of your possession. It is your only protection.,不要讓符石離開你的手邊。它是你唯一的保護。
story.Prologue_Club_Occult.event_read_letter.text.6fe918d02741b537d22742037272623729aa5254,"Do NOT bring any weapons with you. If you arm yourself, so will they.",不要攜帶任何武器。如果你有武器，祂們也會有。
story.Prologue_Club_Occult.event_read_letter.text.4a14624738f81647408a3a58399b1802debf1880,"Should anything be heard or felt while you count to 100, it must be ignored.",如果有任何事情在你數到 100 之間發生，忽略它。
story.Prologue_Club_Occult.event_read_letter.text.ff7b391f0b8961401c11a4782023ea1797b0628b,Do NOT open your eyes.,不要張開你的眼睛。
story.Prologue_Club_Occult.event_read_letter.text.8c62fa816746a7a5cc901cecc949a75e43839101,Do NOT turn on the lights.,不要開燈。
story.Prologue_Club_Occult.event_read_letter.text.c5953f5a437cf7a422468816d80e7a95e1a70ad0,Do NOT move.,不要移動。
story.Prologue_Club_Occult.event_read_letter.text.0be540b7490f8a7145cea48aec6914b4bf1eacf0,It is normal to feel like you are not alone. You won't be.,感到不是一個人是很正常的。因為你不是。
story.Prologue_Club_Occult.event_read_letter.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Prologue_Club_Occult.event_read_letter.text.12d578abb29a0be6e03a20bb11974bb87ff37639,There's no need to read it again.,沒有必要再讀一次。
story.Prologue_Club_Occult.event_read_letter.text.bab79d53c711295bcee6a0ca286445826fec5c6d,Is that the ritual we're doing right now?,這是我們要做的儀式嗎？
story.Prologue_Club_Occult.event_read_letter.text.7169a9fe242bf1537fcb89e9b96d1f00c9745eed,Yeah.,對。
story.Prologue_Club_Occult.event_read_letter.text.b0427f3bd719f15830402c4070925bc3106f7d19,I wonder if anyone else tried it...,不知道有沒有其他人試過…
story.Prologue_Club_Occult.event_read_letter.text.b3133c3a2016adf349093b16433315bf27abf26c,Probably not. It was sealed when I got to it.,應該沒有。我拿到的時候它是密封的。
story.Prologue_Club_Occult.event_read_letter.text.7cd6e5dcad4488ac0ea03d2eb71b7e9519c96699,That's weird. Did they think it was cursed?,奇怪了。他們覺得這被詛咒了嗎？
story.Prologue_Club_Occult.event_read_letter.text.d729e1bb7dc16de6acff6000908d152bcc7418b0,Maybe. I should probably glue it back later.,可能吧。我等等應該把他黏回去。
story.Prologue_Club_Occult.event_switched_runes.text.bf36462a3375a4c4d2aeefc4c5a541ec37b014f2,Kat.,凱特。
story.Prologue_Club_Occult.event_switched_runes.text.82ab28432a84699eecd594331cf455abb4815fa7,Hm?,嗯？
story.Prologue_Club_Occult.event_switched_runes.text.6d4d51077cbe74dd495a2c1ae43e57dbb4dc3359,Just decide already!,快決定！
story.Prologue_Club_Occult.item_curtains_on_window.text.c597dacf39b073be30fc38917dbad02b512eedad,This window doesn't need any curtains.,這扇窗戶不需要任何窗簾。
story.Prologue_Club_Occult.item_hair_on_girl1.text.fa4517c01ceba1aeef423d00baf9a3d78e6d466e,"Ugh, you disgust me!",噁，你好噁心！
story.Prologue_Club_Occult.item_hair_on_girl2.text.0d36b354967ee8b55748628072d5e8a96278138a,Why are you holding that like some sort of sick trophy? What is wrong with you!?,為什麼你要像是握著獎盃一樣拿著它？你有什麼毛病！？
story.Prologue_Club_Occult.item_hair_on_girl3.text.2d7612966e947dc2b338e36dcc3e6749fb3a63e7,"Leave me alone, please.",別煩我，拜託。
story.Prologue_Club_Occult.item_hair_on_girl_owner.text.6932de1e80ef377fcd9a8b487cc314f4838d233a,(It's too late to put it back...),(把它放回去已經太遲了…)
story.Prologue_Club_Occult.item_key_on_girl1.text.affe0c46b56a96ec8939649c10150ed6cb0f1107,Are you done with it?,妳用完了嗎？
story.Prologue_Club_Occult.item_key_on_girl1.text.8b95a779e79fd7888a5a8dd0634f08cad928381c,"Yeah, thanks.",是啊，謝了。
story.Prologue_Club_Occult.item_key_on_girl1.text.44484d3ab1bf77b7f0d8fa30858cf47c7a868039,"Gee, thanks.",唉呀，謝了。
story.Prologue_Club_Occult.item_key_on_girl1.text.394f7e249f341679b0aa382628f82995e6c73ecf,"(I can't give it back yet, I haven't even used it!)",(我還不能還回去，我根本還沒用它！)
story.Prologue_Club_Occult.item_key_on_girl1.text.44c582df70cc6e653adf2cf0df3f29fd1b6e16ca,...?,…？
story.Prologue_Club_Occult.item_key_on_girl1.text.cb55159ef656a9518b0422b94cc148fa985f813d,Uhh... why do you have that?,呃…妳為什麼拿著它？
story.Prologue_Club_Occult.item_key_on_girl1.text.de483d2ed9649fd1b0b5e03ea9b7e06f98f6b8bf,"Well, thanks for returning it, I guess?",好吧，謝謝妳的歸還…囉？
story.Prologue_Club_Occult.item_key_on_girl1.text.a1e5a44bc05eb0f93400e861dde926e11e512aa6,"Let me guess. Returning my notebook was too much for you, so you just took the key instead.",讓我猜猜。把我的筆記本拿給我太麻煩了，所以妳就直接拿走鑰匙。
story.Prologue_Club_Occult.item_key_on_girl1.text.d6fee471b65d61ca093bcde2d3afcae28912e241,"Well, at least you brought it back, I suppose.",好吧，至少妳把它拿回來了。
story.Prologue_Club_Occult.item_key_on_girl1.text.76dce1ef7d155c3b5d87ed82c1f6ab710ec81c40,Oh wow. You just took that?,喔哇。妳就直接把它拿走了？
story.Prologue_Club_Occult.item_key_on_girl1.text.1316b89663b1eb8400e8a4f507221ef260358a33,"You're a real bitch Kat, you know that?",妳真的很討人厭凱特，妳知道嗎？
story.Prologue_Club_Occult.item_key_on_girl1.text.1950464812f0237a7d21002f41db251238cc50e3,...of course you had it all along.,…當然了，妳一直拿著它。
story.Prologue_Club_Occult.item_key_on_girl1.text.00af8af630f32b9e1e98bdf13be6686348a70f63,Now I feel like an idiot for worrying. Hope you enjoyed my key.,現在我覺得像笨蛋一樣白擔心了。享受我的鑰匙吧。
story.Prologue_Club_Occult.item_lighter_on_box.text.72e02c3364e70e1da6a263ae0725f097b12fe34e,That won't accomplish anything good.,這樣不會有什麼好後果。
story.Prologue_Club_Occult.item_lighter_on_girl1.text.458054c53b529fa60461d0dc660e531eded328ef,(I feel like setting her on fire but... I'll control myself.),(我好想在她身上放火…我得控制我自己)
story.Prologue_Club_Occult.item_lighter_on_girl1.text.be65b9e347375f6ab4dbf58f66fa0a0b73735783,What?,什麼？
story.Prologue_Club_Occult.item_lighter_on_girl1.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Prologue_Club_Occult.item_lighter_on_girl1.text.0a13fdc37aa0c2f0a5cef5bce55128c6b008cf61,(She really isn't that bad.),(她真的沒那麼糟糕。)
story.Prologue_Club_Occult.item_lighter_on_girl2.text.7a4bef73d53239cfe4b828eb46a820d98407cbd5,(It would be a shame to set such pretty hair on fire.),(把這麼漂亮的頭髮燒了會很可惜。)
story.Prologue_Club_Occult.item_lighter_on_girl3.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Prologue_Club_Occult.item_lighter_on_girl3.text.3183fcc936c7f6a1aa01d3d583e63b5d252e3923,(Nah...),(還是不要…)
story.Prologue_Club_Occult.item_notebook_on_girl1.text.bcf0badfb3275b12a0df799731b7ac1befa4a0c3,Is this your notebook?,這是妳的筆記本嗎？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.4607ae1a98a498da6a7460bc82ffe3b05bff55a6,"Yeah, that's it. I hope you didn't look through it.",是啊，沒錯。我希望妳沒有看過它。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.4f81128dcfd5234339f4a01a48626d2495cfea6b,Nope. Your secrets are safe.,沒有。妳的秘密很安全。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.17187cd84374b97703ac5802bc0c9ea23b8311a4,Alright.,好吧。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.52376f112edca895036704711c25ca7217fa9f07,Nope. Your math is safe.,沒有。妳的數學很安全。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.29960190498a090f316e1c88a5203d8598438bd2,Of course you looked. Hope you at least solved some of the exercises.,妳果然看過了。希望妳至少解了一些題目。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Prologue_Club_Occult.item_notebook_on_girl1.text.68cfe1454653981575ef9e6d4b8eaffd7f6d9abd,What? Did you really think I'd leave my personal journal in your hands?,什麼？妳真的以為我會把我的日記交到妳手上嗎？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.ed7334c2d5f1e5c09ad39d1a9622a58dce742798,"Well, a promise is a promise anyways.",好吧，說到做到。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.d843eb2b8cf5c8292c69d7df7f95cae5febaa8dc,Here's the key. Bring it back when you're done with it.,鑰匙拿去。用完了要還給我。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.1da20795f84bb9c5e16697aea34f14720e38fc37,Thanks!,謝了。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.dd2b5320e7fc49538d7399af135c9a8ec0e6168e,"Yeah, that's it. But, you don't need the key anymore, do you?",對，就是這個。但是，妳不需要鑰匙了吧？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.c3dcc660fbe0cadf61c2eb19a09586dedf6e3c8a,Why did you bother stealing it if you were gonna get me the notebook either way?,既然妳要給我筆記本為什麼還要偷它？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.a89d7a7736ce10e540fae6504d5fa3274a297877,"Sigh... whatever. Thanks, weirdo.",唉…隨便吧。謝了，怪胎。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.e219d63fdccec65d2e5d9816e2e9bd043dfc8bcc,*gasp*,*抽氣*
story.Prologue_Club_Occult.item_notebook_on_girl1.text.29a8adcd3e327587d42aa5e10b0904414465a0bc,I uh... I don't seem to have the key with me.,我呃…我身上沒有鑰匙。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.6782116d1c1496a02e2eb86e0a5b54e47812c94a,I could've sworn I had it... I'm sorry. I promise to let you use it tomorrow!,我記得我有啊…對不起。我明天一定會讓妳用它！
story.Prologue_Club_Occult.item_notebook_on_girl1.text.79c3e9c70882dede8fc600b14ea52c378323e19d,It's fine! Don't worry about it!,沒關係！別放在心上！
story.Prologue_Club_Occult.item_notebook_on_girl1.text.6190b21f7f6c904dfa86a126abddec06babe6303,Do you seriously think I'll give you the key after what you did?,妳真的覺得妳幹出這事後我會給妳鑰匙嗎？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.02feeda0f998cc9b8687848f7ec380222bb97695,...Yes?,…會？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.cb786d0ca51429b7a407ca179318ce96404e594e,"Piss off, Kat. And give me that!",快滾，凱特。還有把它給我！
story.Prologue_Club_Occult.item_notebook_on_girl1.text.b2b6fe19890d935b06122e8a23d2233d05eb2cba,You don't even care? Whatever. Give me that!,妳根本就不在乎？隨便。把它給我！
story.Prologue_Club_Occult.item_notebook_on_girl1.text.d06d6123d237a62eddc12907b99420da84dd93aa,"You come here, you ruin our game, you cut our hair, you steal my things and now you just bring me this?",妳到這裡，妳毀了我們的遊戲，妳剪掉我們的頭髮，妳偷了我的東西，然後現在妳把這個給我？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.6a8f292c05e23fa933352500d278fa616b7110e3,"I have no words left for you, you little sociopath.",我無話可說了，妳這神經病。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.5c3fb440e1ca7a8a629f9ed7c53c073a99473a26,Does this happen to be yours?,這是妳的嗎？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.99c6bb5b1c3bd93077330a52496d1560550e38cb,Huh? Why do you have that? Are you going through my stuff now?,蛤？妳為什麼拿著它？妳在翻我的東西嗎？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.a964ff67f4c44db7a44fab7dab310a49fce27e01,Nah... I just had a feeling.,沒有…只是我的直覺。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.00975a4bbf16da9c8aebf7e12a96294673a46029,Your feeling is right. May I have my notebook back?,妳的直覺是對的。我可以拿回我的筆記本嗎？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.688fd398e21b829668056e789907c97ac7ad75d1,Here you go.,拿去吧。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.6f34079605ef7a8dd19a53a2225c6e1f4d9feda6,Are you kidding me? First the hair and now blackmail?,開什麼玩笑？一開始是頭髮然後是勒索？
story.Prologue_Club_Occult.item_notebook_on_girl1.text.e1ceac83ea4a47d62a92a6a725be460304af33f6,"I don't care what you want, and I don't care why you have my notebook.",我才不管妳想要什麼，我也不想知道妳為什麼有我的筆記本。
story.Prologue_Club_Occult.item_notebook_on_girl1.text.7e1778e7c37af639e56a985550874c843b3adfc1,Give it back or I'll get the teacher to beat your ass tomorrow morning!,把它還來不然明天早上找老師來教訓妳！
story.Prologue_Club_Occult.item_notebook_on_girl1.text.c0a1542758f529c3c6256349a23c925815b0ea10,Geez... Stuff it. I don't want your stupid notebook.,唉呀…算了。我不想要妳的蠢筆記本。
story.Prologue_Club_Occult.item_notebook_on_girl2.text.269c16a1dfa107b2acc8de8d26d8a6f63a7ad98b,"Hey, is this yours?",嘿，這是妳的嗎？
story.Prologue_Club_Occult.item_notebook_on_girl2.text.b716d05ccbf4157a6b3a983ba9b7667abf95a8e2,Um...,嗯…
story.Prologue_Club_Occult.item_notebook_on_girl2.text.1a02e7f130b50e2e1ef4dd5e1ddfafd8153a993b,"Wait, can I see that...?",等等，我可以看看嗎…？
story.Prologue_Club_Occult.item_notebook_on_girl2.text.5e846230e3b7400d2de371dc9cec83201e416307,For the love of... give me that!,妳是在…把它給我！
story.Prologue_Club_Occult.item_notebook_on_girl2.text.fb0e9461a642d3ec9cf0a6e9e8b1f4ebbfb194f5,What are you doing...? Please bring that here.,妳在做什麼…？請把它拿過來。
story.Prologue_Club_Occult.item_notebook_on_girl3.text.269c16a1dfa107b2acc8de8d26d8a6f63a7ad98b,"Hey, is this yours?",嘿，這是妳的嗎？
story.Prologue_Club_Occult.item_notebook_on_girl3.text.ae7bd6d3c057e3cb624759bb23e3f3a9827c2b86,Uhh...,呃…
story.Prologue_Club_Occult.item_notebook_on_girl3.text.1a02e7f130b50e2e1ef4dd5e1ddfafd8153a993b,"Wait, can I see that...?",等等，我可以看看嗎…？
story.Prologue_Club_Occult.item_notebook_on_girl3.text.3038ef858ffdac1a01c35644a63f35ed919d2a61,For the love of... bring that here!,妳是在…把它給我！
story.Prologue_Club_Occult.item_notebook_on_girl3.text.fb0e9461a642d3ec9cf0a6e9e8b1f4ebbfb194f5,What are you doing...? Please bring that here.,妳在做什麼…？請把它拿過來。
story.Prologue_Club_Occult.item_scissors_on_box.text.e991a903c362b3d01cf6595fa295a2d40ada3434,"Finally, let's cut this open.",終於，把它割開吧。
story.Prologue_Club_Occult.item_scissors_on_box.text.2d2dcc1f64a177c6302ae84d8ccb3bbdb6d2b99f,(Nothing else needs cutting here.),(沒有東西需要被割開了。)
story.Prologue_Club_Occult.item_scissors_on_girl1.text.82ba6b6db8766abe5f278ec33f1f6d3cf2719ca3,...!,…！
story.Prologue_Club_Occult.item_scissors_on_girl1.text.1f76ec6d4b74c6a4be984a899b92046761b005c9,Did you just...?,妳剛剛…？
story.Prologue_Club_Occult.item_scissors_on_girl1.text.47d4e1871904ab116f7cd1c7edfdb9079ee8df98,Oh. My. God.,我。的。天。哪。
story.Prologue_Club_Occult.item_scissors_on_girl1.text.8dfea2fb080f54f0db9accdf57eefe73ea31f1c5,WHAT HAVE YOU DONE!?,妳做了什麼！？
story.Prologue_Club_Occult.item_scissors_on_girl1.text.2bef55a285b2593ba6a535008d9f4f511a8dabf9,GET THE HELL OUT!!!,快滾開！？
story.Prologue_Club_Occult.item_scissors_on_girl1.text.f3efbb91ed78ff84d2665bcb1db3bef9896cf989,Get away from me!,離我遠一點！
story.Prologue_Club_Occult.item_scissors_on_girl1.text.377da0cf441144a6050ee9c2a8e2c7250f87dd4b,"(I already got all the hair I need, no need to be petty.)",(我已經拿到我需要的頭髮了，不需要這麼小氣。)
story.Prologue_Club_Occult.item_scissors_on_girl1.text.c3c7d3c31ae9610a87df8bdf8c7f235b4c7c75d1,(Nah... she's fine.),(算了…她是好人。)
story.Prologue_Club_Occult.item_scissors_on_girl2.text.8034fcff154ca2528dcf33c361d5115423539a30,...!?,…！？
story.Prologue_Club_Occult.item_scissors_on_girl2.text.77a46c7d2755db882c1396bde1f852655095a8df,What in the actual hell...,妳到底是在…
story.Prologue_Club_Occult.item_scissors_on_girl2.text.e9f3fdeb83a1929c7ad74f804cddf50e2b00d519,Are you kidding me right now!?,開什麼玩笑！？
story.Prologue_Club_Occult.item_scissors_on_girl2.text.6329e8a7c52b3f3d8e22117c3eb6d3ca2ae1ff42,Oh no...,喔不…
story.Prologue_Club_Occult.item_scissors_on_girl2.text.64425502ca8b7ef4e4a77c3138768079540b7440,DON'T TOUCH HER! GET OUT OF HERE!,別碰她！快滾！
story.Prologue_Club_Occult.item_scissors_on_girl2.text.ef4f8b68a5becc00b3524c84ef42c952d60d65bd,Don't you dare...,妳最好不要…
story.Prologue_Club_Occult.item_scissors_on_girl2.text.10e0019996ad46460274aa27a8a5c7811db46211,"(I don't need to do that. Plus, I kinda like her hair - it's a pretty color.)",(我不需要那麼做。而且，我還滿喜歡她的頭髮的-顏色很漂亮。)
story.Prologue_Club_Occult.item_scissors_on_girl2.text.c5f5fc498172652966bf730971f8765bbdac66bf,(I don't wanna ruin her hair.),(我不想毀了她的頭髮。)
story.Prologue_Club_Occult.item_scissors_on_girl3.text.44c582df70cc6e653adf2cf0df3f29fd1b6e16ca,...?,…？
story.Prologue_Club_Occult.item_scissors_on_girl3.text.b7206931ca52e0a7fa21ead98956ef53e2ee338a,WHAT THE HELL ARE YOU DOING TO HER!?,妳對她做了什麼！？
story.Prologue_Club_Occult.item_scissors_on_girl3.text.6a94640039e106891b5b1aa121af8a22dbf5e43e,She cut... her hair...,她剪了…她的頭髮…
story.Prologue_Club_Occult.item_scissors_on_girl3.text.65e18df6cccfbb649bea90062c8e63da8c952328,Why...?,為什麼…？
story.Prologue_Club_Occult.item_scissors_on_girl3.text.f3603b7aacbc91746c86f567c0745e40b7012c20,GET OUT RIGHT THIS SECOND!!!,現在馬上滾開！！！
story.Prologue_Club_Occult.item_scissors_on_girl3.text.30cbcb32f00407fb2e66958d7912b53ef22e4755,"Kat, if you touch me with those scissors...",凱特，如果妳對我用了那把剪刀…
story.Prologue_Club_Occult.item_scissors_on_girl3.text.70a0a553ac69e7dc9513b7dbb38ec97bd56c21dd,I'll make you swallow them.,我會讓妳吞了它。
story.Prologue_Club_Occult.item_scissors_on_girl3.text.79d6f57d2b61245f0bd6a5a2bc66407b647cab3a,"(She looks like she's asking for it, but I already have all the hair I need.)",(她看起來像是自找麻煩，但是我已經有了需要的頭髮了。)
story.Prologue_Club_Occult.item_scissors_on_girl3.text.1636e2bf25e9ef5918a899fdbce2e76ef515c424,"(She doesn't deserve it, I think.)",(她不該受這罪，我想是吧。)
story.Prologue_Club_Occult.misc_bag.text.569a00227ae0f61ced0e954acfc44569cacefc3b,It's a school bag.,是書包。
story.Prologue_Club_Occult.misc_bag.text.26c4de44633fd6c32dc5972848f88693839f34b4,There's something shiny inside.,裡面有亮亮的東西。
story.Prologue_Club_Occult.misc_bag.text.82451a73e0a14de2d129aef4634f80111c374fdc,Do you need something?,你需要什麼嗎？
story.Prologue_Club_Occult.misc_bag.text.ff1851d750d94b77830676154b56dbe23d06864e,Maybe later.,等等吧。
story.Prologue_Club_Occult.misc_bag.text.876322d92d82e43d6788d5956d2a1b3144a39fa0,(What if I accidentally push the bag off the chair?),(如果我不小心把書包推下椅子呢？)
story.Prologue_Club_Occult.misc_bag.choice.text.e253bde32575df92eb5ef451cd03f9fa5291b0cd,Push the bag?,推書包？
story.Prologue_Club_Occult.misc_bag.choice.5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,Yes,是
story.Prologue_Club_Occult.misc_bag.choice.816c52fd2bdd94a63cd0944823a6c0aa9384c103,No,否
story.Prologue_Club_Occult.misc_bag.text.09d6befde9a1fc88aa1b9c5fde34c137a9b4ba1d,What the-!,什麼-！
story.Prologue_Club_Occult.misc_bag.text.420fb99442d0d6a1fd30ab318ab8fcc4c61638f9,"I'm so sorry! Oh dear me, let me pick that up for you!",我很抱歉！看我笨手笨腳的，讓我幫妳把它撿起來！
story.Prologue_Club_Occult.misc_bag.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Prologue_Club_Occult.misc_bag.text.f59c0f4afab2d0325f03ac35cc3f49c2e2449132,I'll be out of your hair now!,我不會再煩你了！
story.Prologue_Club_Occult.misc_bag.text.cf07da808e2ffee655d08b799ba7318fa3834521,(No need to mess with it anymore.),(不需要再亂搞它了。)
story.Prologue_Club_Occult.misc_bag.text.251f52d6df3395c8df5f5e03f4b361cc970625c8,An empty chair with no bag on it.,沒有書包的空椅子。
story.Prologue_Club_Occult.misc_bag.text.09965c48d0837b3d1863ee7aef708b74f2f591d9,An empty chair.,空椅子。
story.Prologue_Club_Occult.misc_boardgame_box.text.fc13f989caa6e366775bdcbe695d8cfc493957da,It's the box for the game the girls were playing.,這是女孩們剛剛在玩的遊戲的盒子。
story.Prologue_Club_Occult.misc_boardgame_box.text.310a910f48e5f2ccad80e9b09c37f87fed095002,"It says ""Wiji Game Board - for 2 to 4 players. Get answers from beyond!"".","上面寫著""通靈遊戲盤 - 2 至 4 人。得到來自另一個世界的答案！""。"
story.Prologue_Club_Occult.misc_boardgame_box.text.fec54261e084866671558f9cf266dbd713993f99,"""WARNING: We take no responsibility for any adverse effects playing this game could cause to you or your loved ones.""","""警告：我們不為任何遊戲對您或您親人造成的不良影響負責。"""
story.Prologue_Club_Occult.misc_boardgame_box.text.4ade47f5be414e8ada4756f7de5d157aab2dc5c7,"Such as disappointment, I presume?",真讓我失望？
story.Prologue_Club_Occult.misc_boardgame_box.text.85a8b7beb0f1c2f2d7cb042ec08f1767f5145e2b,"The disappointment was your fault, though...",是妳讓我們很失望的欸…
story.Prologue_Club_Occult.misc_book.text.263149edb4ad89fff02ce9946bfccf39614b5d7f,A thick purple book.,厚重的紫色書本。
story.Prologue_Club_Occult.misc_book.text.16c6e4912e86f14e64451fd027de7c26cff6c0f2,(A spellbook? It looks weird. And it also looks fake.),(魔法書？看起來很奇怪。而且還看起來很假。)
story.Prologue_Club_Occult.misc_bookcase_1.text.accc524764950e0dcb4d0184a26d010efebc2d98,"There's a book entitled ""Creepy Cryptids and where to find them"".","其中一本的標題是""詭異生物與牠們的產地""。"
story.Prologue_Club_Occult.misc_bookcase_2.text.d57bf6fd76e9be49465235bf2e0a65b4017197db,"There's a book entitled ""The truth behind mermaids exposed"".","其中一本的標題是""美人魚的真相曝光""。"
story.Prologue_Club_Occult.misc_bookcase_3.text.b3c012557276851653294c220043835e98cbc771,"There's a book entitled ""Magic Circles for simpletons"".","其中一本的標題是""傻瓜也能懂的魔法陣""。"
story.Prologue_Club_Occult.misc_boxes.text.57bdc100ad7eeb4a3deb480019414058e216bc70,Cardboard boxes marked with a symbol. They're sealed with tape.,印著標誌的紙盒。它被膠帶封起來了。
story.Prologue_Club_Occult.misc_boxes.text.8b475355f7326906ba26fde100bd6a11492a77b6,"(The runes my friend mentioned may be in here, but I need a way to open it.)",(我朋友提到的符石可能就在裡面，可是我需要想辦法打開它。)
story.Prologue_Club_Occult.misc_boxes.text.12d145a51f490b13ef3e56492a91d8ddeb51e738,"(I need a way to open this, I'm not going to carry the entire box around.)",(得想辦法打開它，我不想帶著箱子到處跑。)
story.Prologue_Club_Occult.misc_boxes.text.9f68ba7f9f147babe754f2ea99f2b81208642cdb,"(There are two runes left in the box, but I only need one for the ritual.)",(箱子裡還剩兩顆符石，可是我只需要一顆來完成儀式。)
story.Prologue_Club_Occult.misc_boxes.choice.text.b9c4634b568eaa3fe5b42e6e93e12e29a46f1f3f,(But maybe I picked the wrong one...),(可是我可能選錯顆了…)
story.Prologue_Club_Occult.misc_boxes.choice.061b9b5b31814bcf92f8b71b4306f6f2a474c055,Switch my rune,換掉符石
story.Prologue_Club_Occult.misc_boxes.choice.d268ba5209c487d727e01c5fd074cb9328ec5243,Do nothing,不做事
story.Prologue_Club_Occult.misc_boxes.choice.text.364f3b8241b4f79217df8002ad501427faeae4ac,Which one then?,那要選哪顆呢？
story.Prologue_Club_Occult.misc_boxes.choice.e1da94bc5822b49d64e85608f56ba48ab98ccb6e,The weird C,奇怪的 C 字
story.Prologue_Club_Occult.misc_boxes.choice.ef2749c8f1634ee7093ee55ffe0eae3aced4143b,The weird B,奇怪的 B 字
story.Prologue_Club_Occult.misc_boxes.choice.c1310eee2491276ac0b1c674f547363ffae070b7,The weird O,奇怪的 O 字
story.Prologue_Club_Occult.misc_boxes.choice.9c1fd18744204f49b058eb2dbb595e2e043b6c22,Just take everything,全部拿走好了
story.Prologue_Club_Occult.misc_boxes.text.88829eeb81b156c54eea33437150dccc3520f687,"Well, it doesn't say I CAN'T have more than one.",其實，也沒有說我不能多拿幾個。
story.Prologue_Club_Occult.misc_boxes.text.732195e80785fe0aa5db704b175401d29a26a9e2,If only there were four...,如果有四顆的話…
story.Prologue_Club_Occult.misc_boxes.text.9013b43a877e2030e126c6a0ad8d0cdb69104f68,We could get one each. Not that they do anything.,我們就可以一人拿一顆。不過大概也沒什麼用。
story.Prologue_Club_Occult.misc_boxes.text.9dd1b82a5e4f409f34a6c727d6cf043f271ad8f9,There's nothing else of use.,沒有什麼有用的東西了。
